day,car_number
20170118,7
20170118,8
20170118,3
20170118,4
20170118,5
20170118,6
20170118,3
20170118,10
20170118,8
20170118,2
20170118,11
20170118,9
20170118,13
20170118,5
20170118,1
20170118,4
20170118,6
20170118,2
20170118,2
20170118,3
20170118,2
20170118,5
20170118,4
20170118,3
20170118,8
20170118,10
20170118,5
20170118,4
20170118,7
20170118,8
20170118,14
20170118,8
20170118,9
20170118,5
20170118,4
20170118,4
20170118,10
20170118,7
20170118,3
20170118,11
20170118,16
20170118,1
20170118,2
20170118,3
20170118,2
20170118,0
20170118,3
20170118,3
20170118,4
20170118,7
20170118,3
20170118,8
20170118,5
20170118,6
20170118,8
20170118,3
20170118,5
20170118,12
20170118,6
20170118,2
20170118,10
20170118,6
20170118,9
20170118,7
20170118,5
20170118,5
20170118,7
20170118,10
20170118,5
20170118,4
20170118,2
20170118,5
20170118,3
20170118,5
20170118,3
20170118,1
20170118,1
20170118,2
20170118,4
20170118,5
20170118,2
20170118,2
20170118,0
20170118,11
20170118,10
20170118,7
20170118,10
20170118,14
20170118,15
20170118,13
20170118,6
20170118,8
20170118,7
20170118,9
20170118,12
20170118,12
20170118,12
20170118,9
20170118,14
20170118,4
20170118,6
20170118,5
20170118,4
20170118,6
20170118,5
20170118,6
20170118,3
20170118,8
20170118,4
20170118,4
20170118,5
20170118,11
20170118,7
20170118,3
20170118,13
20170118,9
20170118,10
20170118,5
20170118,7
20170118,9
20170118,7
20170118,6
20170118,7
20170118,11
20170118,8
20170118,14
20170118,8
20170118,5
20170118,15
20170118,10
20170118,7
20170118,4
20170118,7
20170118,10
20170118,7
20170118,8
20170118,9
20170118,13
20170118,10
20170118,6
20170118,10
20170118,8
20170118,17
20170118,10
20170118,10
20170118,7
20170118,4
20170118,6
20170118,11
20170118,8
20170118,8
20170118,12
20170118,17
20170118,13
20170118,10
20170118,11
20170118,7
20170118,9
20170118,11
20170118,6
20170118,14
20170118,14
20170118,13
20170118,14
20170118,9
20170118,21
20170118,13
20170118,0
20170118,3
20170118,3
20170118,2
20170118,3
20170118,6
20170118,7
20170118,7
20170118,3
20170118,10
20170118,12
20170118,15
20170118,7
20170118,2
20170118,15
20170118,20
20170118,15
20170118,22
20170118,18
20170118,25
20170118,19
20170118,13
20170118,12
20170118,16
20170118,13
20170118,16
20170118,6
20170118,8
20170118,1
20170118,1
20170118,0
20170118,1
20170118,0
20170118,1
20170118,2
20170118,0
20170118,1
20170118,3
20170118,3
20170118,1
20170118,1
20170118,2
20170118,10
20170118,15
20170118,7
20170118,14
20170118,14
20170118,10
20170118,17
20170118,6
20170118,13
20170118,9
20170118,11
20170118,12
20170118,11
20170118,14
20170118,11
20170118,16
20170118,9
20170118,18
20170118,15
20170118,10
20170118,14
20170118,8
20170118,12
20170118,9
20170118,8
20170118,15
20170118,10
20170118,18
20170118,2
20170118,2
20170118,7
20170118,6
20170118,5
20170118,12
20170118,18
20170118,17
20170118,9
20170118,8
20170118,11
20170118,12
20170118,6
20170118,5
20170118,7
20170118,8
20170118,8
20170118,8
20170118,6
20170118,9
20170118,19
20170118,11
20170118,9
20170118,19
20170118,15
20170118,11
20170118,12
20170118,9
20170118,11
20170118,9
20170118,13
20170118,7
20170118,5
20170118,4
20170118,5
20170118,10
20170118,13
20170118,7
20170118,5
20170118,1
20170118,2
20170118,1
20170118,4
20170118,6
20170118,8
20170118,8
20170118,8
20170118,6
20170118,5
20170118,13
20170118,9
20170118,6
20170118,10
20170118,9
20170118,10
20170118,3
20170118,10
20170118,13
20170118,15
20170118,22
20170118,13
20170118,6
20170118,11
20170118,13
20170118,10
20170118,13
20170118,14
20170118,9
20170118,9
20170118,4
20170118,7
20170118,13
20170118,4
20170118,10
20170118,6
20170118,8
20170118,10
20170118,4
20170118,15
20170118,16
20170118,16
20170118,16
20170118,17
20170118,13
20170118,0
20170118,3
20170118,1
20170118,1
20170118,3
20170118,1
20170118,2
20170118,3
20170118,0
20170118,1
20170118,2
20170118,1
20170118,4
20170118,3
20170118,18
20170118,24
20170118,20
20170118,24
20170118,23
20170118,22
20170118,13
20170118,21
20170118,21
20170118,19
20170118,21
20170118,22
20170118,14
20170118,17
20170118,8
20170118,6
20170118,9
20170118,12
20170118,6
20170118,8
20170118,5
20170118,9
20170118,16
20170118,13
20170118,9
20170118,3
20170118,14
20170118,8
20170118,6
20170118,16
20170118,11
20170118,9
20170118,4
20170118,11
20170118,18
20170118,12
20170118,19
20170118,15
20170118,21
20170118,13
20170118,14
20170118,19
20170118,6
20170118,19
20170118,12
20170118,10
20170118,8
20170118,9
20170118,17
20170118,13
20170118,20
20170118,14
20170118,19
20170118,18
20170118,16
20170118,19
20170118,10
20170118,5
20170118,9
20170118,5
20170118,5
20170118,9
20170118,9
20170118,8
20170118,8
20170118,7
20170118,8
20170118,8
20170118,7
20170118,8
20170118,5
20170118,20
20170118,12
20170118,13
20170118,19
20170118,14
20170118,11
20170118,15
20170118,14
20170118,9
20170118,13
20170118,13
20170118,17
20170118,9
20170118,9
20170118,15
20170118,16
20170118,4
20170118,8
20170118,7
20170118,13
20170118,16
20170118,14
20170118,15
20170118,20
20170118,19
20170118,13
20170118,22
20170118,18
20170118,23
20170118,16
20170118,29
20170118,27
20170118,27
20170118,30
20170118,22
20170118,28
20170118,26
20170118,29
20170118,26
20170118,19
20170118,22
20170118,25
20170118,14
20170118,20
20170118,14
20170118,13
20170118,13
20170118,16
20170118,15
20170118,26
20170118,14
20170118,16
20170118,10
20170118,10
20170118,9
20170118,11
20170118,13
20170118,19
20170118,12
20170118,11
20170118,11
20170118,12
20170118,10
20170118,14
20170118,10
20170118,14
20170118,10
20170118,8
20170118,10
20170118,16
20170118,15
20170118,15
20170118,10
20170118,6
20170118,14
20170118,13
20170118,9
20170118,12
20170118,11
20170118,21
20170118,17
20170118,18
20170118,15
20170118,3
20170118,6
20170118,5
20170118,12
20170118,9
20170118,5
20170118,13
20170118,11
20170118,6
20170118,10
20170118,13
20170118,10
20170118,4
20170118,3
20170118,39
20170118,35
20170118,29
20170118,31
20170118,35
20170118,37
20170118,35
20170118,45
20170118,29
20170118,29
20170118,29
20170118,28
20170118,32
20170118,21
20170118,15
20170118,12
20170118,9
20170118,8
20170118,8
20170118,13
20170118,11
20170118,6
20170118,13
20170118,9
20170118,22
20170118,12
20170118,13
20170118,14
20170118,9
20170118,8
20170118,7
20170118,7
20170118,8
20170118,7
20170118,2
20170118,5
20170118,10
20170118,17
20170118,14
20170118,15
20170118,13
20170118,9
20170118,12
20170118,10
20170118,9
20170118,9
20170118,5
20170118,10
20170118,10
20170118,6
20170118,5
20170118,8
20170118,6
20170118,3
20170118,4
20170118,1
20170119,10
20170119,7
20170119,7
20170119,9
20170119,6
20170119,5
20170119,2
20170119,9
20170119,7
20170119,2
20170119,3
20170119,4
20170119,2
20170119,3
20170119,6
20170119,6
20170119,0
20170119,1
20170119,2
20170119,4
20170119,1
20170119,1
20170119,2
20170119,0
20170119,2
20170119,2
20170119,0
20170119,6
20170119,20
20170119,15
20170119,15
20170119,6
20170119,7
20170119,9
20170119,7
20170119,6
20170119,6
20170119,5
20170119,9
20170119,10
20170119,5
20170119,11
20170119,5
20170119,12
20170119,8
20170119,11
20170119,9
20170119,8
20170119,10
20170119,12
20170119,12
20170119,7
20170119,7
20170119,12
20170119,9
20170119,5
20170119,4
20170119,4
20170119,3
20170119,7
20170119,8
20170119,7
20170119,5
20170119,9
20170119,7
20170119,7
20170119,6
20170119,3
20170119,2
20170119,2
20170119,4
20170119,7
20170119,6
20170119,4
20170119,3
20170119,4
20170119,10
20170119,8
20170119,7
20170119,5
20170119,9
20170119,9
20170119,3
20170119,8
20170119,6
20170119,7
20170119,2
20170119,6
20170119,2
20170119,3
20170119,6
20170119,4
20170119,8
20170119,5
20170119,4
20170119,6
20170119,3
20170119,3
20170119,5
20170119,6
20170119,5
20170119,2
20170119,1
20170119,2
20170119,2
20170119,6
20170119,6
20170119,6
20170119,5
20170119,6
20170119,3
20170119,5
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,0
20170119,6
20170119,3
20170119,4
20170119,6
20170119,5
20170119,5
20170119,7
20170119,12
20170119,7
20170119,5
20170119,4
20170119,5
20170119,3
20170119,3
20170119,6
20170119,7
20170119,8
20170119,2
20170119,3
20170119,5
20170119,10
20170119,5
20170119,7
20170119,10
20170119,9
20170119,7
20170119,8
20170119,6
20170119,2
20170119,3
20170119,2
20170119,4
20170119,4
20170119,3
20170119,8
20170119,9
20170119,8
20170119,6
20170119,5
20170119,6
20170119,5
20170119,3
20170119,5
20170119,10
20170119,8
20170119,5
20170119,3
20170119,6
20170119,14
20170119,7
20170119,7
20170119,10
20170119,11
20170119,15
20170119,6
20170119,8
20170119,4
20170119,1
20170119,9
20170119,5
20170119,10
20170119,5
20170119,2
20170119,5
20170119,4
20170119,5
20170119,8
20170119,8
20170119,7
20170119,9
20170119,4
20170119,3
20170119,5
20170119,4
20170119,10
20170119,8
20170119,6
20170119,5
20170119,8
20170119,8
20170119,11
20170119,9
20170119,14
20170119,7
20170119,3
20170119,2
20170119,1
20170119,0
20170119,1
20170119,0
20170119,2
20170119,2
20170119,2
20170119,2
20170119,2
20170119,3
20170119,4
20170119,3
20170119,14
20170119,16
20170119,11
20170119,12
20170119,8
20170119,8
20170119,8
20170119,21
20170119,13
20170119,10
20170119,10
20170119,14
20170119,13
20170119,8
20170119,6
20170119,4
20170119,3
20170119,2
20170119,8
20170119,5
20170119,6
20170119,9
20170119,2
20170119,4
20170119,8
20170119,5
20170119,2
20170119,2
20170119,9
20170119,7
20170119,10
20170119,3
20170119,8
20170119,9
20170119,12
20170119,12
20170119,9
20170119,10
20170119,14
20170119,12
20170119,6
20170119,11
20170119,13
20170119,5
20170119,9
20170119,5
20170119,9
20170119,11
20170119,12
20170119,17
20170119,10
20170119,11
20170119,17
20170119,16
20170119,8
20170119,11
20170119,5
20170119,13
20170119,12
20170119,3
20170119,6
20170119,9
20170119,14
20170119,8
20170119,11
20170119,11
20170119,13
20170119,15
20170119,6
20170119,8
20170119,11
20170119,8
20170119,11
20170119,5
20170119,8
20170119,11
20170119,16
20170119,13
20170119,12
20170119,13
20170119,21
20170119,19
20170119,16
20170119,13
20170119,3
20170119,9
20170119,4
20170119,5
20170119,8
20170119,7
20170119,8
20170119,10
20170119,8
20170119,10
20170119,9
20170119,11
20170119,10
20170119,9
20170119,19
20170119,25
20170119,18
20170119,15
20170119,21
20170119,16
20170119,15
20170119,17
20170119,25
20170119,14
20170119,19
20170119,14
20170119,16
20170119,8
20170119,0
20170119,0
20170119,2
20170119,1
20170119,3
20170119,3
20170119,0
20170119,0
20170119,4
20170119,1
20170119,3
20170119,2
20170119,1
20170119,4
20170119,17
20170119,9
20170119,12
20170119,17
20170119,12
20170119,11
20170119,12
20170119,10
20170119,12
20170119,23
20170119,20
20170119,14
20170119,8
20170119,4
20170119,20
20170119,11
20170119,14
20170119,16
20170119,11
20170119,11
20170119,13
20170119,10
20170119,13
20170119,23
20170119,19
20170119,13
20170119,7
20170119,5
20170119,3
20170119,8
20170119,4
20170119,10
20170119,7
20170119,11
20170119,8
20170119,5
20170119,7
20170119,12
20170119,9
20170119,11
20170119,6
20170119,6
20170119,17
20170119,16
20170119,15
20170119,9
20170119,10
20170119,8
20170119,6
20170119,10
20170119,4
20170119,17
20170119,13
20170119,11
20170119,7
20170119,7
20170119,5
20170119,9
20170119,11
20170119,5
20170119,7
20170119,5
20170119,9
20170119,8
20170119,6
20170119,8
20170119,1
20170119,3
20170119,2
20170119,0
20170119,7
20170119,8
20170119,8
20170119,11
20170119,6
20170119,10
20170119,12
20170119,8
20170119,8
20170119,12
20170119,11
20170119,8
20170119,11
20170119,9
20170119,21
20170119,16
20170119,9
20170119,12
20170119,9
20170119,9
20170119,9
20170119,5
20170119,9
20170119,21
20170119,11
20170119,7
20170119,6
20170119,2
20170119,12
20170119,12
20170119,6
20170119,12
20170119,9
20170119,11
20170119,12
20170119,17
20170119,12
20170119,13
20170119,11
20170119,12
20170119,13
20170119,12
20170119,0
20170119,0
20170119,3
20170119,3
20170119,0
20170119,0
20170119,2
20170119,0
20170119,1
20170119,5
20170119,1
20170119,3
20170119,2
20170119,2
20170119,24
20170119,31
20170119,31
20170119,23
20170119,15
20170119,17
20170119,23
20170119,37
20170119,18
20170119,17
20170119,19
20170119,26
20170119,16
20170119,8
20170119,8
20170119,6
20170119,8
20170119,9
20170119,6
20170119,8
20170119,10
20170119,7
20170119,10
20170119,13
20170119,11
20170119,11
20170119,14
20170119,12
20170119,10
20170119,17
20170119,20
20170119,13
20170119,17
20170119,12
20170119,14
20170119,17
20170119,15
20170119,16
20170119,17
20170119,21
20170119,15
20170119,19
20170119,10
20170119,19
20170119,15
20170119,14
20170119,14
20170119,13
20170119,11
20170119,14
20170119,15
20170119,16
20170119,16
20170119,17
20170119,19
20170119,15
20170119,8
20170119,14
20170119,11
20170119,9
20170119,7
20170119,9
20170119,1
20170119,8
20170119,8
20170119,10
20170119,15
20170119,17
20170119,7
20170119,9
20170119,19
20170119,28
20170119,14
20170119,17
20170119,17
20170119,19
20170119,17
20170119,22
20170119,10
20170119,12
20170119,18
20170119,16
20170119,12
20170119,12
20170119,19
20170119,15
20170119,7
20170119,14
20170119,10
20170119,12
20170119,19
20170119,16
20170119,15
20170119,15
20170119,18
20170119,17
20170119,19
20170119,23
20170119,27
20170119,29
20170119,34
20170119,22
20170119,18
20170119,27
20170119,28
20170119,25
20170119,20
20170119,35
20170119,38
20170119,25
20170119,14
20170119,16
20170119,15
20170119,20
20170119,18
20170119,12
20170119,18
20170119,13
20170119,19
20170119,21
20170119,9
20170119,15
20170119,10
20170119,11
20170119,15
20170119,7
20170119,11
20170119,12
20170119,12
20170119,12
20170119,6
20170119,11
20170119,16
20170119,16
20170119,8
20170119,18
20170119,13
20170119,18
20170119,12
20170119,4
20170119,15
20170119,21
20170119,16
20170119,12
20170119,11
20170119,17
20170119,17
20170119,19
20170119,9
20170119,17
20170119,16
20170119,9
20170119,18
20170119,15
20170119,10
20170119,11
20170119,9
20170119,5
20170119,6
20170119,8
20170119,7
20170119,11
20170119,4
20170119,11
20170119,7
20170119,6
20170119,4
20170119,2
20170119,42
20170119,50
20170119,40
20170119,29
20170119,28
20170119,29
20170119,31
20170119,44
20170119,20
20170119,21
20170119,39
20170119,36
20170119,33
20170119,23
20170119,10
20170119,14
20170119,10
20170119,13
20170119,8
20170119,8
20170119,22
20170119,18
20170119,10
20170119,19
20170119,17
20170119,9
20170119,13
20170119,13
20170119,15
20170119,11
20170119,7
20170119,10
20170119,7
20170119,8
20170119,6
20170119,11
20170119,10
20170119,17
20170119,16
20170119,14
20170119,13
20170119,9
20170119,11
20170119,8
20170119,8
20170119,9
20170119,6
20170119,10
20170119,6
20170119,3
20170119,8
20170119,9
20170119,3
20170119,6
20170119,0
20170119,1
20170120,14
20170120,6
20170120,10
20170120,3
20170120,7
20170120,7
20170120,10
20170120,8
20170120,6
20170120,3
20170120,5
20170120,1
20170120,1
20170120,3
20170120,2
20170120,1
20170120,3
20170120,1
20170120,3
20170120,1
20170120,2
20170120,3
20170120,0
20170120,1
20170120,4
20170120,0
20170120,1
20170120,3
20170120,15
20170120,9
20170120,9
20170120,9
20170120,12
20170120,7
20170120,8
20170120,11
20170120,10
20170120,3
20170120,11
20170120,6
20170120,9
20170120,7
20170120,13
20170120,8
20170120,5
20170120,11
20170120,9
20170120,10
20170120,7
20170120,5
20170120,13
20170120,8
20170120,10
20170120,7
20170120,5
20170120,6
20170120,3
20170120,4
20170120,2
20170120,5
20170120,4
20170120,5
20170120,2
20170120,10
20170120,4
20170120,4
20170120,3
20170120,3
20170120,1
20170120,4
20170120,5
20170120,10
20170120,5
20170120,8
20170120,4
20170120,5
20170120,2
20170120,6
20170120,6
20170120,4
20170120,4
20170120,6
20170120,10
20170120,8
20170120,7
20170120,5
20170120,5
20170120,4
20170120,4
20170120,5
20170120,1
20170120,8
20170120,8
20170120,6
20170120,7
20170120,8
20170120,7
20170120,6
20170120,4
20170120,4
20170120,4
20170120,2
20170120,3
20170120,2
20170120,5
20170120,5
20170120,1
20170120,4
20170120,8
20170120,5
20170120,10
20170120,7
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,0
20170120,8
20170120,4
20170120,8
20170120,5
20170120,3
20170120,6
20170120,6
20170120,4
20170120,3
20170120,4
20170120,4
20170120,2
20170120,3
20170120,1
20170120,5
20170120,4
20170120,6
20170120,5
20170120,7
20170120,8
20170120,10
20170120,6
20170120,9
20170120,9
20170120,10
20170120,8
20170120,13
20170120,10
20170120,5
20170120,3
20170120,3
20170120,6
20170120,4
20170120,5
20170120,2
20170120,3
20170120,9
20170120,7
20170120,4
20170120,4
20170120,2
20170120,1
20170120,11
20170120,8
20170120,5
20170120,8
20170120,8
20170120,13
20170120,8
20170120,8
20170120,5
20170120,6
20170120,6
20170120,0
20170120,8
20170120,14
20170120,8
20170120,7
20170120,6
20170120,0
20170120,2
20170120,5
20170120,2
20170120,3
20170120,4
20170120,3
20170120,5
20170120,5
20170120,5
20170120,1
20170120,4
20170120,9
20170120,12
20170120,3
20170120,11
20170120,5
20170120,9
20170120,9
20170120,9
20170120,8
20170120,11
20170120,11
20170120,11
20170120,11
20170120,4
20170120,5
20170120,6
20170120,1
20170120,4
20170120,1
20170120,3
20170120,3
20170120,2
20170120,2
20170120,3
20170120,4
20170120,2
20170120,0
20170120,13
20170120,12
20170120,8
20170120,12
20170120,9
20170120,7
20170120,8
20170120,8
20170120,6
20170120,9
20170120,8
20170120,6
20170120,9
20170120,4
20170120,5
20170120,3
20170120,3
20170120,3
20170120,3
20170120,5
20170120,12
20170120,6
20170120,8
20170120,7
20170120,5
20170120,6
20170120,3
20170120,2
20170120,6
20170120,14
20170120,10
20170120,4
20170120,10
20170120,12
20170120,8
20170120,13
20170120,10
20170120,16
20170120,6
20170120,9
20170120,7
20170120,12
20170120,7
20170120,14
20170120,12
20170120,5
20170120,13
20170120,11
20170120,9
20170120,13
20170120,10
20170120,18
20170120,10
20170120,13
20170120,9
20170120,12
20170120,12
20170120,9
20170120,5
20170120,8
20170120,11
20170120,16
20170120,8
20170120,10
20170120,6
20170120,8
20170120,10
20170120,2
20170120,11
20170120,16
20170120,11
20170120,13
20170120,12
20170120,4
20170120,6
20170120,10
20170120,20
20170120,13
20170120,19
20170120,18
20170120,9
20170120,10
20170120,12
20170120,15
20170120,3
20170120,1
20170120,7
20170120,3
20170120,7
20170120,5
20170120,8
20170120,9
20170120,8
20170120,8
20170120,9
20170120,6
20170120,9
20170120,5
20170120,16
20170120,23
20170120,19
20170120,15
20170120,11
20170120,17
20170120,14
20170120,16
20170120,12
20170120,10
20170120,14
20170120,11
20170120,12
20170120,10
20170120,2
20170120,0
20170120,3
20170120,2
20170120,6
20170120,2
20170120,4
20170120,1
20170120,1
20170120,0
20170120,1
20170120,0
20170120,1
20170120,1
20170120,13
20170120,10
20170120,7
20170120,6
20170120,16
20170120,8
20170120,16
20170120,9
20170120,6
20170120,9
20170120,13
20170120,11
20170120,11
20170120,4
20170120,12
20170120,9
20170120,7
20170120,6
20170120,17
20170120,5
20170120,18
20170120,8
20170120,6
20170120,9
20170120,15
20170120,11
20170120,10
20170120,3
20170120,7
20170120,6
20170120,9
20170120,9
20170120,4
20170120,12
20170120,10
20170120,9
20170120,9
20170120,10
20170120,13
20170120,15
20170120,12
20170120,5
20170120,13
20170120,11
20170120,8
20170120,22
20170120,4
20170120,10
20170120,9
20170120,9
20170120,6
20170120,5
20170120,11
20170120,7
20170120,7
20170120,5
20170120,13
20170120,6
20170120,8
20170120,4
20170120,5
20170120,8
20170120,8
20170120,7
20170120,6
20170120,10
20170120,7
20170120,4
20170120,3
20170120,4
20170120,13
20170120,11
20170120,7
20170120,13
20170120,10
20170120,7
20170120,6
20170120,4
20170120,9
20170120,6
20170120,8
20170120,7
20170120,10
20170120,8
20170120,11
20170120,19
20170120,11
20170120,15
20170120,9
20170120,9
20170120,10
20170120,10
20170120,11
20170120,10
20170120,11
20170120,8
20170120,11
20170120,7
20170120,8
20170120,12
20170120,7
20170120,8
20170120,7
20170120,7
20170120,10
20170120,4
20170120,7
20170120,10
20170120,10
20170120,13
20170120,13
20170120,17
20170120,2
20170120,1
20170120,1
20170120,2
20170120,6
20170120,5
20170120,5
20170120,5
20170120,4
20170120,3
20170120,3
20170120,6
20170120,5
20170120,4
20170120,23
20170120,18
20170120,14
20170120,17
20170120,17
20170120,15
20170120,18
20170120,16
20170120,10
20170120,19
20170120,21
20170120,17
20170120,14
20170120,14
20170120,6
20170120,8
20170120,7
20170120,4
20170120,5
20170120,8
20170120,10
20170120,6
20170120,12
20170120,8
20170120,6
20170120,5
20170120,8
20170120,12
20170120,17
20170120,16
20170120,11
20170120,8
20170120,14
20170120,14
20170120,13
20170120,10
20170120,12
20170120,11
20170120,22
20170120,10
20170120,10
20170120,12
20170120,10
20170120,17
20170120,10
20170120,9
20170120,12
20170120,13
20170120,14
20170120,14
20170120,15
20170120,9
20170120,21
20170120,14
20170120,11
20170120,13
20170120,6
20170120,7
20170120,7
20170120,6
20170120,10
20170120,5
20170120,3
20170120,10
20170120,9
20170120,4
20170120,13
20170120,9
20170120,8
20170120,11
20170120,18
20170120,13
20170120,19
20170120,23
20170120,17
20170120,15
20170120,18
20170120,18
20170120,13
20170120,19
20170120,13
20170120,21
20170120,18
20170120,6
20170120,11
20170120,13
20170120,6
20170120,12
20170120,13
20170120,13
20170120,22
20170120,19
20170120,19
20170120,13
20170120,28
20170120,16
20170120,30
20170120,27
20170120,33
20170120,21
20170120,15
20170120,24
20170120,24
20170120,22
20170120,25
20170120,23
20170120,24
20170120,22
20170120,29
20170120,28
20170120,24
20170120,18
20170120,15
20170120,14
20170120,17
20170120,21
20170120,19
20170120,18
20170120,23
20170120,14
20170120,9
20170120,14
20170120,14
20170120,15
20170120,11
20170120,14
20170120,15
20170120,20
20170120,14
20170120,18
20170120,16
20170120,10
20170120,14
20170120,14
20170120,14
20170120,13
20170120,15
20170120,9
20170120,14
20170120,10
20170120,8
20170120,10
20170120,13
20170120,8
20170120,10
20170120,12
20170120,9
20170120,11
20170120,14
20170120,13
20170120,19
20170120,19
20170120,18
20170120,19
20170120,12
20170120,9
20170120,4
20170120,17
20170120,8
20170120,13
20170120,9
20170120,7
20170120,6
20170120,10
20170120,10
20170120,8
20170120,7
20170120,4
20170120,39
20170120,42
20170120,34
20170120,46
20170120,40
20170120,38
20170120,36
20170120,34
20170120,25
20170120,25
20170120,35
20170120,32
20170120,29
20170120,30
20170120,9
20170120,8
20170120,10
20170120,7
20170120,9
20170120,6
20170120,6
20170120,10
20170120,10
20170120,7
20170120,16
20170120,19
20170120,12
20170120,17
20170120,9
20170120,8
20170120,7
20170120,5
20170120,9
20170120,8
20170120,10
20170120,9
20170120,6
20170120,10
20170120,8
20170120,10
20170120,16
20170120,10
20170120,21
20170120,10
20170120,9
20170120,10
20170120,13
20170120,7
20170120,9
20170120,3
20170120,4
20170120,7
20170120,6
20170120,6
20170120,3
20170120,1
20170121,9
20170121,6
20170121,13
20170121,9
20170121,8
20170121,11
20170121,7
20170121,10
20170121,5
20170121,3
20170121,2
20170121,3
20170121,2
20170121,2
20170121,1
20170121,1
20170121,5
20170121,1
20170121,2
20170121,1
20170121,3
20170121,5
20170121,1
20170121,1
20170121,1
20170121,0
20170121,3
20170121,2
20170121,9
20170121,7
20170121,16
20170121,8
20170121,9
20170121,7
20170121,8
20170121,12
20170121,6
20170121,4
20170121,2
20170121,5
20170121,7
20170121,4
20170121,7
20170121,6
20170121,7
20170121,7
20170121,9
20170121,11
20170121,5
20170121,12
20170121,9
20170121,5
20170121,4
20170121,4
20170121,13
20170121,3
20170121,5
20170121,1
20170121,7
20170121,6
20170121,6
20170121,7
20170121,7
20170121,3
20170121,4
20170121,7
20170121,3
20170121,2
20170121,0
20170121,4
20170121,3
20170121,6
20170121,4
20170121,4
20170121,6
20170121,2
20170121,7
20170121,12
20170121,10
20170121,4
20170121,6
20170121,4
20170121,4
20170121,3
20170121,1
20170121,1
20170121,2
20170121,7
20170121,6
20170121,2
20170121,6
20170121,10
20170121,3
20170121,6
20170121,2
20170121,3
20170121,2
20170121,3
20170121,5
20170121,2
20170121,5
20170121,6
20170121,3
20170121,5
20170121,3
20170121,2
20170121,3
20170121,4
20170121,5
20170121,3
20170121,3
20170121,2
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,0
20170121,6
20170121,4
20170121,5
20170121,6
20170121,6
20170121,5
20170121,6
20170121,4
20170121,6
20170121,6
20170121,3
20170121,7
20170121,5
20170121,2
20170121,9
20170121,6
20170121,11
20170121,7
20170121,6
20170121,7
20170121,7
20170121,11
20170121,7
20170121,7
20170121,5
20170121,10
20170121,5
20170121,4
20170121,1
20170121,1
20170121,6
20170121,5
20170121,6
20170121,3
20170121,5
20170121,6
20170121,3
20170121,2
20170121,2
20170121,3
20170121,4
20170121,2
20170121,11
20170121,8
20170121,10
20170121,8
20170121,9
20170121,14
20170121,2
20170121,3
20170121,9
20170121,8
20170121,4
20170121,10
20170121,9
20170121,8
20170121,4
20170121,1
20170121,4
20170121,5
20170121,4
20170121,5
20170121,3
20170121,7
20170121,1
20170121,7
20170121,6
20170121,6
20170121,7
20170121,5
20170121,5
20170121,7
20170121,5
20170121,7
20170121,6
20170121,7
20170121,6
20170121,7
20170121,13
20170121,8
20170121,6
20170121,6
20170121,7
20170121,6
20170121,2
20170121,0
20170121,0
20170121,0
20170121,0
20170121,1
20170121,1
20170121,1
20170121,1
20170121,1
20170121,0
20170121,2
20170121,0
20170121,1
20170121,13
20170121,8
20170121,12
20170121,6
20170121,16
20170121,9
20170121,10
20170121,9
20170121,9
20170121,9
20170121,13
20170121,13
20170121,12
20170121,6
20170121,2
20170121,4
20170121,12
20170121,7
20170121,1
20170121,5
20170121,5
20170121,7
20170121,5
20170121,2
20170121,2
20170121,3
20170121,6
20170121,4
20170121,11
20170121,16
20170121,5
20170121,7
20170121,6
20170121,8
20170121,10
20170121,11
20170121,15
20170121,7
20170121,9
20170121,10
20170121,11
20170121,8
20170121,13
20170121,16
20170121,9
20170121,8
20170121,7
20170121,10
20170121,14
20170121,12
20170121,15
20170121,8
20170121,11
20170121,14
20170121,16
20170121,10
20170121,13
20170121,11
20170121,13
20170121,9
20170121,13
20170121,19
20170121,4
20170121,5
20170121,10
20170121,7
20170121,7
20170121,13
20170121,14
20170121,10
20170121,17
20170121,13
20170121,10
20170121,9
20170121,8
20170121,6
20170121,11
20170121,13
20170121,11
20170121,7
20170121,12
20170121,10
20170121,13
20170121,7
20170121,5
20170121,7
20170121,7
20170121,8
20170121,11
20170121,7
20170121,10
20170121,5
20170121,3
20170121,4
20170121,9
20170121,12
20170121,4
20170121,5
20170121,16
20170121,9
20170121,14
20170121,16
20170121,19
20170121,14
20170121,12
20170121,16
20170121,14
20170121,16
20170121,14
20170121,9
20170121,13
20170121,14
20170121,1
20170121,2
20170121,0
20170121,2
20170121,2
20170121,3
20170121,4
20170121,2
20170121,3
20170121,2
20170121,3
20170121,4
20170121,2
20170121,2
20170121,13
20170121,8
20170121,14
20170121,9
20170121,13
20170121,8
20170121,8
20170121,4
20170121,7
20170121,11
20170121,16
20170121,11
20170121,5
20170121,8
20170121,13
20170121,6
20170121,15
20170121,8
20170121,14
20170121,11
20170121,7
20170121,9
20170121,8
